9.858398437500000000e-01,1.293945312500000000e-02,1.574707031250000000e-02,2.441406250000000000e-04
1.086425781250000000e-02,9.835205078125000000e-01,4.882812500000000000e-04,1.599121093750000000e-02
3.295898437500000000e-03,0.000000000000000000e+00,9.724121093750000000e-01,1.086425781250000000e-02
0.000000000000000000e+00,3.540039062500000000e-03,1.135253906250000000e-02,9.729003906250000000e-01
9.766845703125000000e-01,1.892089843750000000e-02,4.187011718750000000e-02,4.882812500000000000e-04
3.173828125000000000e-03,9.571533203125000000e-01,1.220703125000000000e-04,4.248046875000000000e-02
1.989746093750000000e-02,1.098632812500000000e-03,9.538574218750000000e-01,1.684570312500000000e-02
2.441406250000000000e-04,2.282714843750000000e-02,4.150390625000000000e-03,9.401855468750000000e-01
9.466552734375000000e-01,1.757812500000000000e-02,6.103515625000000000e-02,6.103515625000000000e-04
2.563476562500000000e-03,9.334716796875000000e-01,2.441406250000000000e-04,6.372070312500000000e-02
5.065917968750000000e-02,1.342773437500000000e-03,9.346923828125000000e-01,1.818847656250000000e-02
1.220703125000000000e-04,4.760742187500000000e-02,4.028320312500000000e-03,9.174804687500000000e-01
9.783935546875000000e-01,2.197265625000000000e-02,5.529785156250000000e-02,1.342773437500000000e-03
5.615234375000000000e-03,9.613037109375000000e-01,3.662109375000000000e-04,5.871582031250000000e-02
1.599121093750000000e-02,6.103515625000000000e-04,9.400634765625000000e-01,2.026367187500000000e-02
0.000000000000000000e+00,1.611328125000000000e-02,4.272460937500000000e-03,9.196777343750000000e-01
9.570312500000000000e-01,1.977539062500000000e-02,1.538085937500000000e-02,2.441406250000000000e-04
3.662109375000000000e-03,9.130859375000000000e-01,1.220703125000000000e-04,1.171875000000000000e-02
3.930664062500000000e-02,1.708984375000000000e-03,9.797363281250000000e-01,1.977539062500000000e-02
0.000000000000000000e+00,6.542968750000000000e-02,4.760742187500000000e-03,9.682617187500000000e-01
9.906005859375000000e-01,1.965332031250000000e-02,2.233886718750000000e-02,4.882812500000000000e-04
3.173828125000000000e-03,9.729003906250000000e-01,0.000000000000000000e+00,2.270507812500000000e-02
6.225585937500000000e-03,0.000000000000000000e+00,9.747314453125000000e-01,2.148437500000000000e-02
0.000000000000000000e+00,7.446289062500000000e-03,2.929687500000000000e-03,9.553222656250000000e-01
9.603271484375000000e-01,1.379394531250000000e-02,1.818847656250000000e-02,2.441406250000000000e-04
1.147460937500000000e-02,9.595947265625000000e-01,0.000000000000000000e+00,1.745605468750000000e-02
2.770996093750000000e-02,2.441406250000000000e-04,9.724121093750000000e-01,1.538085937500000000e-02
4.882812500000000000e-04,2.636718750000000000e-02,9.399414062500000000e-03,9.669189453125000000e-01
