1.416015625000000000e-02,7.818603515625000000e-01,7.324218750000000000e-04,2.612304687500000000e-02
8.740234375000000000e-02,1.196289062500000000e-02,9.477539062500000000e-01,1.423339843750000000e-01
1.831054687500000000e-03,7.934570312500000000e-02,1.684570312500000000e-02,8.280029296875000000e-01
9.782714843750000000e-01,1.439208984375000000e-01,1.867675781250000000e-02,1.342773437500000000e-03
1.672363281250000000e-02,8.515625000000000000e-01,6.103515625000000000e-04,1.770019531250000000e-02
5.004882812500000000e-03,1.220703125000000000e-03,9.655761718750000000e-01,1.289062500000000000e-01
0.000000000000000000e+00,3.295898437500000000e-03,1.513671875000000000e-02,8.520507812500000000e-01
6.485595703125000000e-01,1.010742187500000000e-01,2.844238281250000000e-02,4.394531250000000000e-03
1.037597656250000000e-02,6.129150390625000000e-01,1.220703125000000000e-04,2.392578125000000000e-02
3.354492187500000000e-01,3.808593750000000000e-02,9.532470703125000000e-01,1.296386718750000000e-01
5.615234375000000000e-03,2.479248046875000000e-01,1.818847656250000000e-02,8.420410156250000000e-01
9.699707031250000000e-01,1.354980468750000000e-01,3.063964843750000000e-02,4.394531250000000000e-03
1.794433593750000000e-02,8.514404296875000000e-01,2.441406250000000000e-04,2.478027343750000000e-02
1.196289062500000000e-02,2.197265625000000000e-03,9.523925781250000000e-01,1.301269531250000000e-01
1.220703125000000000e-04,1.086425781250000000e-02,1.672363281250000000e-02,8.406982421875000000e-01
8.967285156250000000e-01,1.278076171875000000e-01,6.506347656250000000e-02,8.544921875000000000e-03
1.745605468750000000e-02,8.055419921875000000e-01,1.098632812500000000e-03,5.444335937500000000e-02
8.447265625000000000e-02,8.300781250000000000e-03,9.191894531250000000e-01,1.330566406250000000e-01
1.342773437500000000e-03,5.834960937500000000e-02,1.464843750000000000e-02,8.039550781250000000e-01
