8.967285156250000000e-01,1.278076171875000000e-01,6.506347656250000000e-02,8.544921875000000000e-03
1.745605468750000000e-02,8.055419921875000000e-01,1.098632812500000000e-03,5.444335937500000000e-02
8.447265625000000000e-02,8.300781250000000000e-03,9.191894531250000000e-01,1.330566406250000000e-01
1.342773437500000000e-03,5.834960937500000000e-02,1.464843750000000000e-02,8.039550781250000000e-01
8.428955078125000000e-01,1.121826171875000000e-01,2.770996093750000000e-02,2.929687500000000000e-03
2.709960937500000000e-02,8.181152343750000000e-01,1.464843750000000000e-03,2.258300781250000000e-02
1.253662109375000000e-01,1.159667968750000000e-02,9.357910156250000000e-01,1.137695312500000000e-01
4.638671875000000000e-03,5.810546875000000000e-02,3.503417968750000000e-02,8.607177734375000000e-01
9.680175781250000000e-01,1.340332031250000000e-01,6.958007812500000000e-02,1.037597656250000000e-02
1.672363281250000000e-02,8.497314453125000000e-01,1.220703125000000000e-03,5.700683593750000000e-02
1.501464843750000000e-02,2.319335937500000000e-03,9.110107421875000000e-01,1.285400390625000000e-01
2.441406250000000000e-04,1.391601562500000000e-02,1.818847656250000000e-02,8.040771484375000000e-01
9.318847656250000000e-01,1.253662109375000000e-01,5.029296875000000000e-02,8.056640625000000000e-03
1.562500000000000000e-02,8.223876953125000000e-01,4.882812500000000000e-04,4.663085937500000000e-02
5.187988281250000000e-02,7.324218750000000000e-03,9.356689453125000000e-01,1.330566406250000000e-01
6.103515625000000000e-04,4.492187500000000000e-02,1.354980468750000000e-02,8.122558593750000000e-01
9.716796875000000000e-01,1.430664062500000000e-01,8.642578125000000000e-02,1.049804687500000000e-02
1.574707031250000000e-02,8.435058593750000000e-01,1.098632812500000000e-03,6.945800781250000000e-02
1.257324218750000000e-02,1.342773437500000000e-03,8.975830078125000000e-01,1.225585937500000000e-01
0.000000000000000000e+00,1.208496093750000000e-02,1.489257812500000000e-02,7.974853515625000000e-01
8.865966796875000000e-01,1.134033203125000000e-01,9.387207031250000000e-02,1.391601562500000000e-02
1.501464843750000000e-02,7.824707031250000000e-01,4.882812500000000000e-04,7.946777343750000000e-02
9.643554687500000000e-02,1.416015625000000000e-02,8.909912109375000000e-01,1.246337890625000000e-01
1.953125000000000000e-03,8.996582031250000000e-02,1.464843750000000000e-02,7.819824218750000000e-01
9.613037109375000000e-01,1.340332031250000000e-01,2.075195312500000000e-02,3.173828125000000000e-03
1.660156250000000000e-02,8.437500000000000000e-01,3.662109375000000000e-04,1.574707031250000000e-02
2.136230468750000000e-02,3.417968750000000000e-03,9.647216796875000000e-01,1.434326171875000000e-01
7.324218750000000000e-04,1.879882812500000000e-02,1.416015625000000000e-02,8.376464843750000000e-01
9.586181640625000000e-01,1.398925781250000000e-01,5.114746093750000000e-02,8.056640625000000000e-03
1.782226562500000000e-02,8.323974609375000000e-01,9.765625000000000000e-04,4.199218750000000000e-02
2.319335937500000000e-02,3.906250000000000000e-03,9.321289062500000000e-01,1.408691406250000000e-01
3.662109375000000000e-04,2.380371093750000000e-02,1.574707031250000000e-02,8.090820312500000000e-01
9.628906250000000000e-01,1.396484375000000000e-01,9.277343750000000000e-03,1.220703125000000000e-03
1.525878906250000000e-02,8.354492187500000000e-01,3.662109375000000000e-04,8.422851562500000000e-03
2.148437500000000000e-02,4.516601562500000000e-03,9.772949218750000000e-01,1.335449218750000000e-01
3.662109375000000000e-04,2.038574218750000000e-02,1.306152343750000000e-02,8.568115234375000000e-01
9.556884765625000000e-01,1.356201171875000000e-01,5.017089843750000000e-02,6.225585937500000000e-03
1.464843750000000000e-02,8.328857421875000000e-01,7.324218750000000000e-04,4.492187500000000000e-02
2.905273437500000000e-02,5.126953125000000000e-03,9.323730468750000000e-01,1.348876953125000000e-01
6.103515625000000000e-04,2.636718750000000000e-02,1.672363281250000000e-02,8.139648437500000000e-01
9.488525390625000000e-01,1.376953125000000000e-01,1.977539062500000000e-02,2.441406250000000000e-03
1.660156250000000000e-02,8.284912109375000000e-01,2.441406250000000000e-04,1.879882812500000000e-02
3.430175781250000000e-02,5.249023437500000000e-03,9.661865234375000000e-01,1.307373046875000000e-01
2.441406250000000000e-04,2.856445312500000000e-02,1.379394531250000000e-02,8.480224609375000000e-01
8.966064453125000000e-01,1.268310546875000000e-01,3.466796875000000000e-02,3.540039062500000000e-03
